class,PCP_MAD,PCP_MPIJAD,PCK,PCIK,MPIJAD,MAD,Sparsity
low_lunge_pose,1.0,1.0,0.6666666666666666,1.0,0.0,0.08452016115188599,0.75
low_lunge_pose,0.0,1.0,0.5833333333333334,1.0,0.0,0.1425274759531021,0.75
low_lunge_pose,1.0,1.0,0.6666666666666666,1.0,0.0,0.08276725560426712,0.75
low_lunge_pose,0.0,1.0,0.5833333333333334,1.0,0.0,0.17515893280506134,0.75
side_plank_pose,1.0,1.0,0.8333333333333334,1.0,0.029515473172068596,0.07686730474233627,0.8333333333333334
side_plank_pose,1.0,1.0,0.9166666666666666,1.0,0.025793733075261116,0.026468167081475258,0.8333333333333334
side_plank_pose,0.0,1.0,0.6666666666666666,0.5,0.06766800582408905,0.12213188409805298,0.75
side_plank_pose,0.0,1.0,0.5833333333333334,1.0,0.0,0.1424001008272171,0.75
side_plank_pose,1.0,1.0,0.8333333333333334,1.0,0.004553512204438448,0.07092425972223282,0.8333333333333334
side_plank_pose,1.0,0.0,0.8333333333333334,0.0,0.15010066330432892,0.05089094117283821,0.75
side_plank_pose,0.0,1.0,0.6666666666666666,1.0,0.03461144119501114,0.11926081031560898,0.6666666666666666
side_plank_pose,1.0,1.0,0.9166666666666666,1.0,0.0,0.037713874131441116,0.8333333333333334
side_plank_pose,1.0,1.0,0.75,1.0,0.0,0.054226238280534744,0.75
side_plank_pose,1.0,1.0,0.75,1.0,0.0,0.07290659099817276,0.75
side_plank_pose,1.0,0.0,0.8333333333333334,0.0,0.1634688377380371,0.06103229150176048,0.75
side_plank_pose,0.0,1.0,0.6666666666666666,1.0,0.03214942291378975,0.19305332005023956,0.75
side_plank_pose,0.0,0.0,0.8333333333333334,0.5,0.26454079151153564,0.13682575523853302,0.75
side_plank_pose,1.0,1.0,0.8333333333333334,1.0,0.025680208578705788,0.050125520676374435,0.8333333333333334
side_plank_pose,0.0,1.0,0.8333333333333334,1.0,0.0720667764544487,0.16001500189304352,0.75
side_plank_pose,1.0,1.0,0.8333333333333334,1.0,0.006282687187194824,0.05971016362309456,0.9166666666666666
side_plank_pose,1.0,1.0,0.9166666666666666,1.0,0.0,0.01910257153213024,0.75
side_plank_pose,1.0,1.0,0.9166666666666666,1.0,0.0,0.021683335304260254,0.75
side_plank_pose,1.0,1.0,0.6666666666666666,1.0,0.0,0.09564734250307083,0.75
side_plank_pose,0.0,1.0,0.5833333333333334,1.0,0.0,0.12206839770078659,0.75
side_plank_pose,1.0,1.0,0.9166666666666666,1.0,0.06072927638888359,0.0385032594203949,0.75
side_plank_pose,1.0,1.0,0.9166666666666666,1.0,0.0,0.01836761273443699,0.75
side_plank_pose,0.0,1.0,0.6666666666666666,1.0,0.0147097771987319,0.1760799139738083,0.75
side_plank_pose,1.0,0.0,0.8333333333333334,0.0,0.12251096218824387,0.040027618408203125,0.75
